Tiempo(s),ps0,ps7,ps5,ps2,Enc_Izq,Enc_Der
0.032,63.661986392768526,68.31835944115898,63.764686564764126,69.72902373751984,170.61504,173.014
0.064,61.33395877391072,69.98390175304829,71.48557095442982,66.76852741590989,170.70924,173.1082
0.096,67.79212422639874,70.27284207699638,71.72911516248047,68.71471178911493,170.80972,173.2024
0.128,65.12323371561816,67.0684301241127,69.9682797330093,70.23625733432512,170.90392,173.2966
0.16,69.65102445933502,66.81719804950698,62.72145560694713,66.59716278911816,170.99812,173.39708
0.192,67.91515692747836,65.04791981242943,65.80231044871363,69.74630043932844,171.09232,173.49128
0.224,62.822918280007435,67.4289619275618,64.97159379863234,67.04181261225409,171.1928,173.58548
0.256,64.47864997406009,70.8050159716955,68.08024756492544,63.38677652571192,171.287,173.68596
0.28800000000000003,72.76020843703861,66.48059923421282,63.73115423201242,68.85290062479334,171.3812,173.78016
0.32000000000000006,66.5327113795977,64.9405119371097,74.82776379635463,64.20646442918029,171.4754,173.87436
0.3520000000000001,66.83767316804558,68.63013710310624,57.39907490458216,60.77796243616181,171.57588,173.96856
0.3840000000000001,58.89512668185592,59.88680879021298,71.09819316326478,69.27001688675018,171.67008,174.06904
0.41600000000000015,67.05578931199047,65.89048608150355,71.89432167303846,72.75844863056024,171.76428,174.16324
0.4480000000000002,61.55329742905028,64.9923054327153,67.55304238632345,67.64144326000265,171.86476,174.25744
0.4800000000000002,71.16212433205023,66.32599338023135,67.12673896939106,66.8273302930709,171.95896,174.35164
0.5120000000000002,65.57367933306284,72.53495022642717,64.85075973104982,54.66788724248961,172.05316,174.45212
0.5440000000000003,70.14256897284444,69.8331272980764,61.35353119302679,69.06712798467719,172.14736,174.54632
0.5760000000000003,65.33383297651572,68.78820378143172,71.60147956838499,64.64161959475977,172.24784,174.64052
0.6080000000000003,63.284387955928416,68.4568694730388,74.12034531958615,63.42266960946911,172.34204,174.741
0.6400000000000003,66.61464121437402,63.746205481911275,68.14640803173114,70.78224464206129,172.43624,174.8352
0.6720000000000004,68.09786643640629,65.876334691924,69.67955265263906,69.4194044118152,172.53044,174.9294
0.7040000000000004,73.48717565907434,66.56417159222529,66.45167333172259,65.62216648323336,172.63092,175.0236
0.7360000000000004,68.15500764082111,64.81628776062458,60.3387528670366,66.60973873555463,172.72512,175.12408
0.7680000000000005,67.73475469462775,73.45421843247843,67.1129761903214,66.99590158750681,172.81932,175.21828
0.8000000000000005,66.61884897556057,61.45962502793987,62.182255119418606,68.6791909262602,172.9198,175.31248
0.8320000000000005,67.8788553899973,68.48916154555997,67.5776076592859,72.35805931929366,173.014,175.41296
0.8640000000000005,69.8089163927495,71.23676795223558,66.02356361090541,65.16600472560347,173.1082,175.50716
0.8960000000000006,65.37089541997756,69.76329198996213,70.7336362441394,70.9666572520742,173.2024,175.60136
0.9280000000000006,67.51036077066911,62.06946648486711,69.29532875800695,67.67297929552656,173.30288,175.69556
0.9600000000000006,66.30708791724884,65.36160816712817,71.3196517196158,68.28440776068838,173.39708,175.79604
0.9920000000000007,72.05570758177198,63.063389288891486,67.12451686069434,73.65669671443409,173.49128,175.89024
1.0240000000000007,63.23479131612567,63.58387453688988,67.62864513043988,62.727858419068184,173.59176,175.98444
1.0560000000000007,61.20973534693474,67.37587211248999,69.33403643362249,66.10801796624938,173.68596,176.07864
1.0880000000000007,65.98725132236257,67.34719874909506,70.83771848343014,69.81161686957132,173.78016,176.17912
1.1200000000000008,62.09980496563806,62.7770968956903,63.97857443854257,67.02902438839966,173.87436,176.27332
1.1520000000000008,67.2133859354629,67.00608341256661,67.90401761869366,69.30811227741329,173.97484,176.36752
1.1840000000000008,67.68560293462238,68.93266534337046,67.93551449444392,68.84568910579472,174.06904,176.468
1.2160000000000009,60.30423657014282,64.65618201947163,66.10870635596162,66.03006092252974,174.16324,176.5622
1.2480000000000009,63.67526268489749,69.24433567175825,65.77056237111917,66.65255882211127,174.25744,176.6564
1.280000000000001,65.75628917288054,70.41759489663002,66.85984260952141,69.95946624903753,174.35792,176.7506
1.312000000000001,67.98643925551187,62.22424815227174,62.879301611515196,72.49250264138178,174.45212,176.85108
1.344000000000001,69.92697390725652,65.15718145869552,64.40344410122741,57.99336251098871,174.54632,176.94528
1.376000000000001,67.5216815757565,67.16666388645595,68.00210673660054,63.6217357561494,174.6468,177.03948
1.408000000000001,66.7193409479038,68.8061899604429,65.89950953293825,66.48074128735796,174.741,177.13368
1.440000000000001,63.59491020911424,67.76150680946114,62.48480808713583,70.76433702472498,174.8352,177.23416
1.472000000000001,65.90611952637524,71.37169846118785,66.8569798510185,70.07303290827403,174.9294,177.32836
1.5040000000000011,70.30293326684695,68.83517578254886,72.24533433367228,68.10968392290023,175.02988,177.42256
1.5360000000000011,67.59186521978165,59.7798550276289,63.18959349112682,63.78834611737698,175.12408,177.52304
1.5680000000000012,61.13992342024029,73.18001375996928,66.4682076704985,71.62685227003976,175.21828,177.61724
1.6000000000000012,66.32879368162986,67.00692401750649,71.64057179342885,64.54200724186639,175.31248,177.71144
1.6320000000000012,61.60455394270448,64.93063205367022,70.11542486395969,66.83039183891319,175.41296,177.80564
1.6640000000000013,64.93473809872776,71.0005288591915,67.2797762737595,69.84891334879892,175.50716,177.90612
1.6960000000000013,71.00232970353942,66.13298915438094,69.04923747046836,66.97532554235619,175.60136,178.00032
1.7280000000000013,65.1814748731116,64.19443077571722,64.51813511627343,68.78600714611939,175.70184,178.09452
1.7600000000000013,66.0489140725588,67.37941858184395,64.08473507772814,69.5200391717406,175.79604,178.18872
1.7920000000000014,66.58705531443566,61.02928552364988,68.43477205938383,64.00172385323336,175.89024,178.2892
1.8240000000000014,68.19446888992493,64.82585171743116,64.70579087942907,62.73852068767644,175.98444,178.3834
1.8560000000000014,66.5962860543612,77.66088018593223,72.36520865691129,69.33000903218414,176.08492,178.4776
1.8880000000000015,67.38995048102235,73.28201161373205,68.03143010633288,69.1459437570925,176.17912,178.57808
1.9200000000000015,66.29680865927644,71.82952717308947,72.14225835230866,75.05963398062659,176.27332,178.67228
1.9520000000000015,70.05887111468668,69.47435152469842,68.10623313004513,68.45938644181113,176.36752,178.76648
1.9840000000000015,64.81653064506779,67.68694847738888,67.63386395514527,65.84942502023796,176.468,178.86068
2.0160000000000013,68.26566612316678,69.80364990706575,64.97994650145726,63.977090639753634,176.5622,178.96116
2.0480000000000014,68.53292398688916,71.61977178193285,65.40960487042054,60.44383629667953,176.6564,179.05536
2.0800000000000014,61.08304121625122,67.6713748985976,68.83450051222306,64.81566347712115,176.75688,179.14956
2.1120000000000014,70.51400804883738,62.70426522033861,71.2331535049418,70.53305660734921,176.85108,179.25004
2.1440000000000015,67.84275555263676,65.63433757572432,66.53523061676134,64.9620656935114,176.94528,179.34424
2.1760000000000015,66.25912301548948,70.89638077656744,67.48781510112907,65.14656801546887,177.03948,179.43843999999999
2.2080000000000015,66.70523222625043,69.18179880543511,68.45714000787711,69.57860819154764,177.13996,179.53264
2.2400000000000015,72.07228297753755,68.10650436049521,70.21240850830432,63.88653603785097,177.23416,179.63312
2.2720000000000016,63.93030761970016,70.75142888342315,65.58889202253395,67.5460744203481,177.32836,179.72732
2.3040000000000016,65.11530560947352,72.79515824438434,71.66891987614186,57.55679739069326,177.42884,179.82152
2.3360000000000016,68.88363469423108,70.44373551592953,59.91759350751059,67.96822811360045,177.52304,179.91572
2.3680000000000017,67.7424801385245,62.97697019426108,71.86714751410004,61.935876407789614,177.61724,180.0162
2.4000000000000017,64.86489478572544,66.57741822584765,73.33785553714537,64.37886847464853,177.71144,180.1104
2.4320000000000017,71.62880599330025,68.41774510566636,69.73095253623872,62.83843825505532,177.81192,180.2046
2.4640000000000017,69.4342126191179,65.25175123494662,62.05856642316769,64.21991962298705,177.90612,180.30508
2.4960000000000018,67.80903489616884,67.71404436049659,68.68228232622985,75.58882724563257,178.00032,180.39928
2.528000000000002,67.1313692535349,62.681070036660934,64.69805490636143,69.08951836223979,178.09452,180.49348
2.560000000000002,69.4682444737883,67.76805542177145,75.48248510626301,62.994764953048524,178.195,180.58768
2.592000000000002,60.621618139376125,69.19499455455633,59.569401773136995,66.94680100554386,178.2892,180.68816
2.624000000000002,62.02708167082245,61.11794510113439,69.9486325112908,76.03938583535982,178.3834,180.78236
2.656000000000002,64.77210952035684,72.6940375791872,69.66056359446348,65.53997936878604,178.48388,180.87656
2.688000000000002,66.17111906584984,66.51169494972697,69.99155848327658,64.48290572699078,178.57808,180.97076
2.720000000000002,70.29119634312704,67.34808437071285,69.93316219838199,68.80899272795173,178.67228,181.07124
2.752000000000002,67.28677266615678,68.57975809255444,67.05759606860664,69.73584003581107,178.76648,181.16544
2.784000000000002,65.15052413343444,67.94418204503765,66.78943259857357,66.65324597400127,178.86696,181.25964
2.816000000000002,62.09191768294429,70.8206671296129,70.270211442569,69.94049752351164,178.96116,181.36012
2.848000000000002,68.34520883388896,63.2628671858288,58.75393259858488,68.66287926118123,179.05536,181.45432
2.880000000000002,65.32710422667913,67.05204824742592,70.21637712217183,56.08950405865785,179.14956,181.54852
2.912000000000002,68.63351018003742,67.24734536447393,67.79922573429351,66.80157636609998,179.25004,181.64272
2.944000000000002,67.17563779130072,66.73442120859,71.65718287312501,66.70782226324516,179.34424,181.7432
2.976000000000002,65.1365713039673,62.233255140879685,67.18921379490693,68.08960255206075,179.43843999999999,181.8374
3.0080000000000022,69.18939854752217,64.69402976096212,63.703116705044195,66.59063429282875,179.53892,181.9316
3.0400000000000023,62.48991501690449,69.81582691180765,69.41174347983892,67.82043577354152,179.63312,182.0258
3.0720000000000023,67.18394327187733,66.94675070478714,70.81674679132945,63.899993298387315,179.72732,182.12628
3.1040000000000023,65.9944812720689,70.95986332135574,64.68913699776087,60.02375650040428,179.82152,182.22048
3.1360000000000023,69.3481485108044,70.22348529640429,72.8475265885901,68.81013803977399,179.922,182.31468
3.1680000000000024,67.60971276276068,65.343085651339,76.02879797028511,68.88603745226729,180.0162,182.41516
3.2000000000000024,64.83474407425334,66.00593063955688,67.93802567257471,64.03271721709376,180.1104,182.50936
3.2320000000000024,71.37435306265381,68.31021747182376,64.84223933053164,70.46145313934758,180.2046,182.60356
3.2640000000000025,72.37499725961365,65.07857736679142,73.19568649565149,69.04044910880235,180.30508,182.69776
3.2960000000000025,61.153708158092876,70.57090202204975,67.0784423420995,70.02914755758012,180.39928,182.79824
3.3280000000000025,68.86741852420542,63.08182565680517,71.13809733749356,71.6409636971672,180.49348,182.89244
3.3600000000000025,70.2062665483798,56.29603695576607,61.744751397352715,69.22178520299991,180.59396,182.98664
3.3920000000000026,67.0221934635917,67.10887273323281,75.24642881235398,70.65647426571985,180.68816,183.08084
3.4240000000000026,69.1366384977363,63.56839898980187,67.88922161852614,67.9389440568884,180.78236,183.18132
3.4560000000000026,65.9037950116283,71.51532887478574,64.42713139699228,68.11827349510001,180.87656,183.27552
3.4880000000000027,60.904616637598785,66.07859960281249,64.31033178505707,62.424796409431096,180.97704,183.36972
3.5200000000000027,69.54090068579498,67.03607790637399,67.87847909753154,63.2238058599672,181.07124,183.4702
3.5520000000000027,72.45259490509656,70.08185658575935,69.88473976332524,63.653753735054835,181.16544,183.5644
3.5840000000000027,70.58127762649228,62.8848646310633,71.312994493237,67.11296046869715,181.26592,183.6586
3.6160000000000028,68.73590609219423,80.23126250212363,63.95483056952913,70.75931004939794,181.36012,183.7528
3.648000000000003,66.26385052191881,65.57290647603891,67.71128296518671,66.32377642536181,181.45432,183.85328
3.680000000000003,60.29108144058894,69.60200805888928,66.92486287064956,65.24262393575329,181.54852,183.94748
3.712000000000003,66.79734949288417,66.63059164575631,65.73243171238693,66.31780160049924,181.649,184.04168
3.744000000000003,75.4279720122619,69.02948346315296,62.2937760112908,70.94799503758614,181.7432,184.14216
3.776000000000003,71.59288471007,71.96117762388212,70.56430725403968,72.41873490858967,181.8374,184.23636
3.808000000000003,60.268951833539525,65.52863479497157,68.20473492719489,64.94076504418291,181.9316,184.33056
3.840000000000003,64.64478467360772,71.33692337953762,66.01569091757855,65.98768439985672,182.03208,184.42476
3.872000000000003,61.885831857473555,64.99979602031999,66.73777752416605,66.83007372972597,182.12628,184.52524
3.904000000000003,68.35835465263028,74.6173265692092,66.4244239818531,67.77316842902326,182.22048,184.61944
3.936000000000003,70.76601770912937,72.9837479756856,66.7528023170123,61.350846987048335,182.32096,184.71364
3.968000000000003,70.87598078705322,72.23577039255221,73.21315056489235,72.27052635911721,182.41516,184.80784
4.000000000000003,60.78097719868294,64.86724428342217,73.22750144041524,61.83370242741243,182.50936,184.90832
4.032000000000003,65.07785437665501,69.71000640987208,65.11768848206705,62.36613524015855,182.60356,185.00252
4.064000000000003,67.37960832659486,66.48914204395744,67.359157308597,65.39611023476327,182.70404,185.09672
4.096000000000003,66.94878966827245,60.85448232322236,60.76912695949774,65.39336631259916,182.79824,185.1972
4.128000000000003,66.7032468900493,72.25377097741568,70.14534171632859,69.02788678797975,182.89244,185.2914
4.160000000000003,68.89109895805835,69.96420362073705,69.36731434582074,68.21566953357159,182.98664,185.3856
4.192000000000003,67.83762730613402,61.67448689537143,66.07947359560752,71.7715731272238,183.08712,185.4798
4.224000000000003,69.81159376539952,68.18043214114003,70.93231058498534,69.19758469503473,183.18132,185.58028
4.256000000000003,70.5076591173661,66.69672940328348,71.64098208296406,68.9705864556402,183.27552,185.67448
4.288000000000003,68.18057905762288,75.63123849289813,66.52795674371947,63.60189397339675,183.376,185.76868
4.320000000000003,66.08602105610824,69.44293349127345,69.94788411860655,65.96222757935644,183.4702,185.86288
4.352000000000003,64.82910953452918,66.79946687366517,68.07392591944078,64.24393581903186,183.5644,185.96336
